"113年11月14日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"6854","錼創科技-KY創","889,222","558","128,066,080","155.00","155.00","139.50","139.50","-","15.50","--","0","139.50","1","0.00",
"6861","睿生光電","31,365","40","1,922,061","61.20","61.90","61.00","61.00","-","0.60","60.90","2","61.00","4","21.33",
"6862","三集瑞-KY","167,439","276","27,305,556","168.00","171.00","160.00","160.50","-","5.50","160.50","1","161.00","1","17.99",
"6863","永道-KY","458,510","693","102,293,210","227.00","229.50","220.00","220.00","-","8.00","219.50","2","221.00","34","22.92",
"6869","雲豹能源","2,323,329","3,396","412,627,307","178.50","183.50","173.50","173.50","-","7.00","173.00","94","173.50","41","85.47",
"6873","泓德能源","1,332,956","1,465","259,667,463","197.50","199.50","192.00","193.00","-","4.50","193.00","9","193.50","5","20.53",
"6890","來億-KY","996,066","1,066","392,826,100","405.00","405.00","385.00","387.00","-","9.00","387.00","7","387.50","1","69.98",
"6901","鑽石投資","1,555,760","1,190","49,289,332","32.20","32.70","31.10","31.30","-","1.15","31.15","6","31.30","14","0.00",
"6902","GOGOLOOK-創","1,000","1","140,000","140.00","140.00","140.00","140.00","-","3.50","138.00","2","143.00","1","0.00",
"6906","現觀科","301,298","332","51,649,425","176.00","176.00","169.00","170.50","-","3.50","170.00","7","170.50","3","51.51",
"6914","阜爾運通","102,532","345","12,597,745","125.50","126.00","121.50","121.50","-","4.00","121.50","3","122.00","1","17.09",
"6916","華凌","83,056","31","2,150,344","25.20","26.00","25.20","25.45","+","0.25","25.40","2","25.70","10","159.06",
"6919","康霈*","303,750","850","157,208,505","529.00","529.00","511.00","511.00","-","19.00","511.00","10","512.00","5","0.00",
"6923","中台","91,342","85","8,002,539","89.60","89.60","86.80","87.70","+","1.10","87.00","1","87.70","15","25.49",
"6928","攸泰科技","50,529","72","2,945,973","58.60","58.60","58.00","58.00","-","1.50","57.90","1","58.00","1","0.00",
"6933","AMAX-KY","670,684","1,025","177,387,769","260.00","274.50","255.50","257.50","+","4.00","257.00","2","258.50","6","67.23",
"6937","天虹","2,335,612","2,870","788,466,350","340.00","352.00","328.00","333.00","-","10.00","332.50","1","333.00","12","54.95",
"6949","沛爾生醫-創","10,000","9","873,500","87.50","87.60","87.00","87.00","-","1.50","84.00","1","85.70","2","0.00",
"6951","青新-創","55,495","53","3,945,045","71.80","71.80","70.70","71.20","-","0.60","70.80","1","71.20","5","17.80",
"6952","大武山","81,445","93","3,630,860","45.00","45.00","44.00","44.00","-","1.00","43.85","1","44.00","1","23.78",
"6957","裕慶-KY","157,928","450","31,731,527","204.00","205.00","199.00","199.00","-","5.00","199.00","15","200.00","1","12.48",
"6958","日盛台駿","90,071","87","2,535,320","28.30","28.40","28.05","28.05","-","0.25","28.05","4","28.15","1","23.38",
"6969","成信實業*-創","60,000","48","2,997,000","50.00","51.00","49.65","50.10","+","0.40","50.10","1","50.20","1","0.00",
"6988","威力暘-創","67,000","27","1,540,300","23.10","23.50","22.80","23.00","-","0.55","23.00","3","23.50","2","2,300.00",
"8011","台通","11,966,860","7,712","344,938,320","30.00","30.55","27.55","28.05","-","1.95","28.00","60","28.05","22","35.96",
"8016","矽創","489,523","542","107,359,576","221.00","222.00","217.00","219.00","-","3.00","218.50","5","219.00","11","14.08",
"8021","尖點","1,414,996","974","49,299,041","35.15","35.40","34.50","34.50","-","0.45","34.50","73","34.60","28","25.37",
"8028","昇陽半導體","5,571,396","5,224","760,176,982","138.50","140.00","134.50","135.50","-","2.00","135.00","65","135.50","1","79.71",
"8033","雷虎","720,139","695","40,308,072","56.60","56.70","55.30","55.30","-","1.30","55.30","4","55.50","3","212.69",
"8039","台虹","1,538,317","1,339","74,739,608","49.35","49.50","48.10","48.10","-","1.05","48.10","10","48.15","13","19.63",
"8046","南電","1,824,684","2,289","222,026,311","124.00","125.00","120.50","121.00","-","3.00","120.50","42","121.00","36","90.30",
"8070","長華*","3,056,086","2,186","155,644,981","50.60","51.60","50.30","51.00","+","0.50","50.90","2","51.00","18","26.15",
"8072","陞泰","72,562","109","1,966,920","27.55","27.55","26.90","26.90","-","0.60","26.90","1","27.00","2","33.62",
"8081","致新","593,607","926","131,754,063","228.00","228.00","220.00","221.00","-","7.00","220.50","12","221.00","2","13.08",
"8103","瀚荃","693,917","655","34,534,973","50.10","50.70","49.45","49.45","-","0.85","49.45","16","49.50","1","17.11",
"8104","錸寶","3,018,706","1,955","134,909,398","42.90","46.00","42.35","45.50","+","2.75","45.50","34","45.55","1","379.17",
"8105","凌巨","1,125,855","633","17,980,824","16.25","16.25","15.85","15.90","-","0.20","15.90","3","15.95","6","0.00",
"8110","華東","2,222,365","1,155","34,999,727","16.10","16.10","15.55","15.65","-","0.45","15.60","32","15.65","11","52.17",
"8112","至上","2,404,728","2,280","151,549,174","63.50","63.70","62.60","62.70","-","0.90","62.60","123","62.70","54","13.23",
"8112A","至上甲特","39,874","31","1,711,431","42.90","43.00","42.90","43.00","+","0.10","42.90","8","43.00","4","0.00",
"8114","振樺電","3,640,747","3,186","937,238,035","246.00","264.00","243.00","262.00","+","19.00","261.50","25","262.00","4","29.67",
"8131","福懋科","583,494","545","18,389,514","31.85","31.85","31.30","31.45","-","0.50","31.40","7","31.45","8","17.87",
"8150","南茂","3,239,034","2,163","103,456,538","31.70","32.20","31.70","32.00","+","0.35","31.95","10","32.00","53","13.91",
"8162","微矽電子-創","21,000","14","810,900","38.65","39.50","38.15","38.15","-","0.45","38.00","2","39.45","1","31.79",
"8163","達方","447,546","603","20,493,949","45.70","45.95","45.60","45.80","-","0.10","45.80","3","45.85","1","17.89",
"8201","無敵","206,558","100","3,495,475","17.85","17.85","15.90","17.10","-","0.25","16.95","2","17.20","2","0.00",
"8210","勤誠","2,033,789","9,418","629,812,972","312.00","315.50","306.00","306.50","-","6.00","306.00","23","306.50","14","18.35",
"8213","志超","2,029,733","613","75,304,192","37.75","37.75","35.85","37.20","-","0.35","37.20","1","37.30","42","11.55",
"8215","明基材","869,084","807","28,935,104","33.30","33.70","32.85","33.60","+","0.30","33.50","9","33.65","5","56.95",
"8222","寶一","274,859","379","10,438,606","38.75","38.75","37.55","37.55","-","1.35","37.55","2","37.65","4","36.81",
"8249","菱光","5,601,794","5,545","371,751,254","67.70","68.90","64.90","65.00","-","2.70","65.00","74","65.10","56","28.02",
"8261","富鼎","5,207,075","5,151","504,141,388","95.00","98.50","94.90","96.30","+","1.50","96.30","19","96.50","5","25.61",
"8271","宇瞻","278,626","472","12,926,594","47.00","47.00","46.05","46.20","-","0.80","46.20","3","46.25","2","14.53",
"8341","日友","307,730","574","28,996,282","92.50","96.80","92.50","93.00"," ","0.00","93.00","8","93.10","1","26.65",
"8367","建新國際","54,397","113","2,618,451","47.85","48.95","47.85","47.95","+","0.10","47.95","4","48.15","2","12.72",
"8374","羅昇","1,026,758","1,028","132,055,445","130.00","131.00","127.00","127.50","-","2.50","127.50","37","128.00","6","910.71",
"8404","百和興業-KY","2,866,976","1,832","80,732,791","28.55","29.00","27.50","28.10","-","0.40","28.10","8","28.15","4","80.29",
"8411","福貞-KY","72,888","76","979,615","13.45","13.50","13.35","13.35","-","0.15","13.35","14","13.45","6","0.00",
"8422","可寧衛","91,492","200","16,645,213","182.00","183.00","181.50","181.50","-","0.50","181.50","37","182.00","2","19.29",
"8429","金麗-KY","1,093,897","545","11,703,903","10.65","10.90","10.55","10.55","+","0.05","10.50","48","10.55","2","527.50",
"8438","昶昕","197,940","183","6,990,392","36.35","36.35","34.70","34.85","-","1.10","34.80","1","34.85","5","15.99",
"8442","威宏-KY","124,751","97","13,079,454","103.00","106.50","103.00","105.50","+","2.00","105.00","7","106.00","7","10.22",
"8443","阿瘦","18,642","77","218,427","11.70","11.75","11.70","11.70","-","0.05","11.65","8","11.70","2","0.00",
"8454","富邦媒","267,541","985","98,135,476","369.00","369.50","365.50","366.00","-","1.00","366.00","40","367.00","2","26.46",
"8462","柏文","83,240","109","9,393,970","113.50","113.50","112.50","112.50","-","1.00","112.50","3","113.00","2","30.99",
"8463","潤泰材","92,071","60","2,443,194","26.50","27.10","26.35","26.35","-","0.15","26.35","7","26.55","2","22.33",
"8464","億豐","1,918,196","1,826","783,649,733","417.00","424.50","403.50","409.00","-","9.50","408.50","4","409.00","1","18.76",
"8466","美吉吉-KY","304,724","196","13,818,630","46.00","46.50","44.70","44.70","-","1.75","44.70","6","45.15","1","54.51",
"8467","波力-KY","164,698","419","41,612,183","251.50","257.00","249.00","251.50"," ","0.00","251.50","17","252.00","1","25.33",
"8473","山林水","480,507","409","17,810,036","37.80","37.80","36.45","36.45","-","1.35","36.45","3","36.55","4","32.26",
"8476","台境*","341,130","502","10,120,438","29.40","30.40","29.10","29.10","-","0.20","29.10","1","29.50","2","14.34",
"8478","東哥遊艇","441,818","857","110,741,913","253.50","256.00","248.00","248.00","-","5.00","248.00","19","249.50","1","13.35",
"8481","政伸","16,204","20","830,042","51.30","51.30","51.10","51.10","-","0.20","51.10","1","51.20","2","22.22",
"8482","商億-KY","9,010","10","559,627","62.20","62.30","62.00","62.00","-","0.70","62.00","5","62.30","1","20.81",
"8487","愛爾達-創","47,000","24","3,200,300","68.00","68.60","67.20","67.20","-","0.80","67.10","1","68.10","1","10.09",
"8488","吉源-KY","10,010","11","153,050","15.05","15.50","15.05","15.50","+","0.35","15.10","1","15.25","2","0.00",
"8499","鼎炫-KY","21,736","35","2,525,972","119.00","119.00","115.00","115.00"," ","0.00","115.00","1","115.50","1","13.20",
"8926","台汽電","1,567,095","1,386","66,182,702","42.75","42.75","42.00","42.05","-","1.00","42.00","104","42.10","1","26.45",
"8940","新天地","27,458","101","610,437","22.35","22.40","22.10","22.10","-","0.10","22.10","1","22.20","2","88.40",
"8996","高力","4,264,225","5,879","1,287,696,191","306.50","313.50","292.50","294.50","-","14.00","294.00","19","294.50","7","50.00",
"9103","美德醫療-DR","358,440","195","2,244,317","6.30","6.31","6.22","6.23","-","0.06","6.22","8","6.23","9","0.00",
"910322","康師傅-DR","47,299","41","1,064,502","22.50","22.55","22.45","22.55","+","0.05","22.40","6","22.55","6","0.00",
"9105","泰金寶-DR","99,361,781","16,008","672,913,071","6.63","7.00","6.43","6.89","+","0.26","6.88","811","6.89","9","0.00",
"910861","神州-DR","952,393","254","6,348,441","6.25","6.74","6.22","6.73","+","0.60","6.73","1","6.74","143","0.00",
"9110","越南控-DR","5,000","4","35,030","6.99","7.07","6.99","7.07","-","0.03","6.98","1","7.07","2","0.00",
"911608","明輝-DR","10,000","8","31,510","3.15","3.17","3.14","3.17"," ","0.00","3.16","1","3.18","5","0.00",
"911622","泰聚亨-DR","106,050","41","509,782","4.84","4.89","4.75","4.84","-","0.02","4.77","3","4.85","7","0.00",
"911868","同方友友-DR","342,230","92","504,235","1.49","1.52","1.46","1.47"," ","0.00","1.47","4","1.48","3","0.00",
"912000","晨訊科-DR","635,402","181","1,928,647","3.05","3.06","3.00","3.04","+","0.01","3.03","17","3.04","16","0.00",
"9136","巨騰-DR","234,100","103","1,455,020","6.23","6.28","6.17","6.18","-","0.05","6.17","5","6.18","1","0.00",
"9802","鈺齊-KY","376,666","349","42,298,877","114.00","114.50","111.00","111.00","-","2.50","111.00","23","112.00","18","24.72",
"9902","台火","131,427","107","2,302,790","17.50","17.70","17.45","17.45","-","0.05","17.40","13","17.50","5","21.81",
"9904","寶成","46,927,316","23,145","2,012,597,603","41.00","44.00","40.80","43.10","+","1.95","43.10","169","43.15","201","9.19",
"9905","大華","177,109","98","4,080,414","23.00","23.25","22.90","22.90","-","0.20","22.90","23","23.00","2","14.97",
"9906","欣巴巴","340,717","394","39,091,848","117.00","117.50","112.50","114.00","-","2.50","113.00","6","114.50","7","34.03",
"9907","統一實","1,794,803","935","28,431,229","15.80","15.95","15.75","15.80"," ","0.00","15.80","77","15.85","17","23.58",
"9908","大台北","152,849","207","4,596,663","30.05","30.20","30.05","30.05","-","0.15","30.05","88","30.10","84","15.33",
"9910","豐泰","907,120","908","122,841,376","135.00","136.50","134.50","135.50","-","1.00","135.00","24","135.50","6","23.81",
"9911","櫻花","428,624","688","35,737,988","83.70","83.90","83.10","83.20","-","0.70","83.10","19","83.20","1","13.59",
"9912","偉聯","80,943","93","986,445","12.40","12.60","12.00","12.00","-","0.35","11.95","1","12.00","7","0.00",
"9914","美利達","2,359,516","2,430","369,392,989","160.50","161.00","154.50","155.50","-","5.00","155.50","21","156.00","16","31.86",
"9917","中保科","428,899","791","58,305,148","136.00","137.00","135.00","135.50","-","0.50","135.00","61","135.50","2","21.30",
"9918","欣天然","10,180","23","409,158","40.30","40.60","40.10","40.60","+","0.30","40.15","3","40.80","1","17.96",
"9919","康那香","492,802","324","9,152,431","18.75","18.85","18.30","18.30","-","0.50","18.30","18","18.35","6","0.00",
"9921","巨大","4,507,005","4,740","700,986,997","158.50","159.50","153.50","155.50","-","2.50","155.50","29","156.00","22","24.88",
"9924","福興","352,202","338","19,033,501","53.60","54.60","53.60","53.70","+","0.30","53.70","2","54.00","1","11.00",
"9925","新保","175,586","190","7,164,813","40.75","40.95","40.75","40.80","+","0.05","40.80","4","40.90","3","17.59",
"9926","新海","20,828","40","1,079,565","52.00","52.00","51.70","51.80","-","0.10","51.80","1","52.00","1","18.97",
"9927","泰銘","727,887","785","47,645,398","66.60","66.70","65.00","65.00","-","1.60","65.00","103","65.10","4","10.98",
"9928","中視","159,829","142","3,010,038","18.55","19.15","18.55","19.05","+","0.55","19.05","3","19.10","8","57.73",
"9929","秋雨","17,640","20","273,639","15.50","15.80","15.30","15.80","+","0.05","15.35","2","15.80","19","0.00",
"9930","中聯資源","135,522","184","8,947,481","66.20","66.40","65.70","65.70","-","0.90","65.70","7","65.80","3","15.10",
"9931","欣高","12,148","30","411,266","33.85","33.85","33.85","33.85","-","0.15","33.80","5","33.90","1","14.65",
"9933","中鼎","1,888,784","1,621","77,659,604","41.00","41.50","40.80","41.00","-","0.35","41.00","19","41.05","1","16.21",
"9934","成霖","2,700,594","1,226","38,851,475","14.75","14.75","14.15","14.30","-","0.30","14.25","66","14.30","46","10.51",
"9935","慶豐富","1,614,850","1,216","53,012,735","33.05","33.55","32.45","32.50","-","0.50","32.50","28","32.55","1","17.29",
"9937","全國","40,120","45","2,629,245","65.30","65.90","65.00","65.50","-","0.40","65.40","2","65.60","1","27.18",
"9938","百和","1,847,443","2,383","139,340,710","76.10","76.60","74.30","75.80","-","0.30","75.70","5","75.90","13","17.96",
"9939","宏全","927,443","1,038","142,130,000","152.50","155.50","152.00","153.00","+","0.50","153.00","13","153.50","9","15.41",
"9940","信義","450,184","450","13,035,001","29.00","29.15","28.85","28.85","-","0.25","28.85","50","29.00","8","10.89",
"9941","裕融","1,152,657","2,076","135,167,075","118.00","118.50","116.50","117.00","-","1.00","116.50","67","117.00","24","14.43",
"9941A","裕融甲特","15,382","12","791,982","51.50","51.50","51.50","51.50"," ","0.00","51.40","3","51.50","11","0.00",
"9942","茂順","52,164","114","5,988,987","116.00","116.00","114.50","114.50","-","1.00","114.50","10","115.00","2","13.19",
"9943","好樂迪","293,866","332","23,084,704","79.60","79.60","78.30","78.50","-","1.10","78.50","8","78.80","14","16.42",
"9944","新麗","354,030","415","7,202,894","20.40","20.60","20.10","20.45","-","0.20","20.35","1","20.45","4","170.42",
"9945","潤泰新","8,304,159","4,963","383,336,335","46.80","46.85","45.80","45.80","-","1.05","45.80","105","45.85","9","11.51",
"9946","三發地產","856,147","472","19,522,656","23.35","23.35","22.40","22.45","-","0.90","22.45","21","22.50","9","25.51",
"9955","佳龍","975,092","900","30,203,632","31.90","31.90","30.45","30.45","-","1.60","30.45","3","30.50","5","0.00",
"9958","世紀鋼","8,307,733","6,446","1,481,246,085","184.00","184.50","175.50","176.50","-","7.50","176.50","10","177.00","35","21.52",
